,Name,Overview,Studio,Genre,Score,Ranked,Popularity,Members
361,Golden Kamuy 4th Season,"The race to obtain the lost Ainu gold is nearing its peak, as even more formidable ex-prisoners are set on keeping their tattooed skins intact. Saichi ""The Immortal"" Sugimoto and Asirpa can finally move forward together, but Asirpa's time with Kiroranke and Ogata Hyakunosuke has slightly altered her ambition and strengthened her determination. As their party leaves the Russian territory, they gain a peculiar follower. Meanwhile, Toshizou Hijikata's crew makes major moves to get invaluable skins, falling into the poisonous trap of a dangerous convict. Although each group possesses a strong advantage over the others, even First Lieutenant Tokushirou Tsurumi the most powerful and ruthless contender cannot advance without Asirpa's help. However, his ominous plans for when they will inevitably meet remain a mystery.",Brain's Base,Action,8.13,443,87857,2175
362,Hinamatsuri (TV),"While reveling in the successful clinching of a prized vase for his collection, Yoshifumi Nitta, a yakuza member, is rudely interrupted when a large, peculiar capsule suddenly materializes and falls on his head. He opens the capsule to reveal a young, blue-haired girl, who doesn't divulge anything about herself but her name Hina and the fact that she possesses immense powers. As if things couldn't get any worse, she loses control and unleashes an explosion if her powers remain unused. Faced with no other choice, Nitta finds himself becoming her caregiver. To let her use her powers freely, Nitta asks Hina to help out with a construction deal, which goes smoothly. But while this is happening, a rival yakuza group covertly attacks his boss. To Nitta's shock, his colleagues later pin the blame on him! Tasked with attacking the rival group in retaliation, Nitta steels himself and arrives at their hideout. But suddenly, Hina unexpectedly steps in and helps him wipe out the entire group. As it turns out, Hina might just become a valuable asset to Nitta and his yakuza business, provided she does not use her powers on him first! And so the strange life of this unusual duo begins.",feel.,Comedy,8.13,444,498152,424
363,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,,Toei Animation,Adventure,8.13,445,72390,2447
364,Katekyou Hitman Reborn!,"There is no putting it lightly Tsunayoshi Sawada is just no good. He is clumsy, talentless, and desperately in love with the school idol Kyouko Sasagawa, a girl so completely out of his league. Dubbed ""Loser Tsuna"" by his classmates, he seems to be the very personification of failure in the guise of a middle-schooler. Tsuna's boring life takes an extraordinary twist when he encounters the mysterious Reborn, who happens to be a hitman... and shockingly, a baby! Sent from the strongest Mafia family in Italy, Reborn is assigned the daunting mission of preparing the dull middle schooler to succeed the ninth boss of the notorious Vongola family, who is on the brink of retirement. The dull boy has a grueling road ahead, but with the help of his new criminal affiliates and his peculiar home tutor, perhaps even Loser Tsuna can achieve greatness.",Artland,Action,8.13,446,549999,383
365,Lupin III: Part 5,"Genius thief Arsene Lupin III along with the usual crew of Goemon Ishikawa XIII, Fujiko Mine, and Daisuke Jigen finds himself in modern-day France, where he encounters both new and old adversaries, with Inspector Kouichi Zenigata still hot on his trail. As they steal from darker, more sinister entities, they will also have to find a way to deal with the newest technology in their escapades, as well as face the ghosts of their pasts. However, this time, Lupin's choices begin to catch up with him as his pursuers use every tool at their disposal to take him down once and for all.",Telecom Animation Film,Action,8.13,447,43130,3250
366,One Piece Film: Z,,Toei Animation,Action,8.13,448,274213,847
367,Quanzhi Gaoshou Specials,"The All-Star Tournament is a three-day event that allows e-sports participants from various professional clubs to display their skills, while also giving casual Glory players the chance to interact with pros in the flesh. Retired top-tier Glory player Ye Xiu agrees to watch the tournament together with Tang Rou and Chen Guo after the latter manages to get ahold of three tickets. It is a strange sensation for Ye Xiu, as unlike previous occasions, this time he attends the tournament as a spectator, not a participant. However, despite his attempts to keep a low profile, events in the All-Star Tournament may force the former Glory legend back into the limelight.",Colored Pencil Animation,Action,8.13,449,103991,1949
368,Seirei no Moribito,"On the precipice of a cataclysmic drought, the Star Readers of the Shin Yogo Empire must devise a plan to avoid widespread famine. It is written in ancient myths that the first emperor, along with eight warriors, slew a water demon to avoid a great drought and save the land that was to become Shin Yogo. If a water demon was to appear once more, its death could bring salvation. However, the water demon manifests itself within the body of the emperor's son, Prince Chagum by the emperor's order, Chagum is to be sacrificed to save the empire. Meanwhile, a mysterious spear-wielding mercenary named Balsa arrives in Shin Yogo on business. After saving Chagum from a thinly veiled assassination attempt, she is tasked by Chagum's mother to protect him from the emperor and his hunters. Bound by a sacred vow she once made, Balsa accepts. Seirei no Moribito follows Balsa as she embarks on her journey to protect Chagum, exploring the beauty of life, nature, family, and the bonds that form between strangers.",Production I.G,Action,8.13,450,214976,1081
369,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,,Sunrise,Action,8.12,451,21483,4559
370,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,"Several months have passed since the Jewel Seed incident, and Nanoha Takamachi is getting ready to welcome Fate Testarossa back from her trial with the Administrative Bureau. Having received conditional clemency for her role in preventing the crisis, Fate has been allowed to attend school with Nanoha. However, before the two girls can settle into their daily lives together, a group of dark mages suddenly descend upon them. Overpowered by their unknown assailants, Nanoha and Fate have their mana absorbed by an ominous grimoire, and both Raising Heart and Bardiche are damaged in the process. The ones behind this ambush are known as the Wolkenritter, and its four members Vita, Signum, Shamal, and the familiar Zafila were summoned by the Book of Darkness to carry out its malignant bidding. The book's current owner is the young girl Hayate Yagami, oblivious to its true nature while the Wolkenritter, charging its power with the forcibly stolen mana, is duty-bound to seek the tome's completion. Left drained and weaponless, Nanoha and Fate must race against time to recover their strength and confront the Wolkenritter, with the aim of preventing the quartet from finishing the Book of Darkness and unleashing its devastating magic upon the world.",Seven Arcs,Action,8.12,452,23578,4390
371,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Nami betrays the Straw Hat crew and steals their ship and treasures, escaping to Arlong Park. Luffy and his crew follow her, only to come face to face with the infamous pirate Arlong, a ruthless fish-man who has taken over Nami's home island with force and Naval bribes. As opinions clash and the Straw Hats attempt to convince Nami to rejoin the team, her true motivation behind the deception will be revealed at last.",Toei Animation,Action,8.12,453,68462,2533
372,Tunshi Xingkong 3rd Season,,Sparkly Key Animation Studio,Action,8.12,454,902,13325
373,Detective Conan Movie 05: Countdown to Heaven,"Conan Edogawa, the Detective Boys, and Professor Hiroshi Agasa decide to visit the Nishitamashi Twin Towers. There they run into Ran Mouri; her closest friend, Sonoko Suzuki, and Ran's father, the famous Kogorou Mouri. Learning the trio are attending the towers' grand opening, Conan and company tag along for a private tour of its floors. However, as preparations are finalized for the opening ceremony, their visit takes an unexpected turn three brutal murders occur, seemingly linked to a mysterious Porsche 356A. Soon after, as Conan and the detectives dive deeper into the case, the towers are rocked by an explosion. With fire rapidly spreading and lives in danger, police desperately seek to evacuate everyone. But when the elevator, their only means to escape goes down, Conan and company are left behind. With help on its way, they frantically try to keep everyone safe, but time is running out if they want to bring the perpetrators to justice.",TMS Entertainment,Adventure,8.12,455,62259,2674
374,Ginga Eiyuu Densetsu Gaiden,"Ginga Eiyuu Densetsu Gaiden is the first of two OVA adaptations of side stories from the Ginga Eiyuu Densetsu novel series. This first adaptation follows the achievements of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire before the fateful Battle of Astarte. The Silver-White Valley Reinhard and Kircheis graduate from their military academy and are immediately sent to the frozen frontier planet Kapche-Lanka. Unbeknownst to them, their new superior schemes to kill Reinhard on behalf of a rival of Reinhard's sister Annerose von Grünewald. Dreams of the Morning, Songs of the Night Reinhard and Kircheis are assigned to the Imperial Military Police, where they uncover the corrupt and oppressive practices of the Empire's law enforcement. They are soon ordered to investigate the murder of a student at their alma mater. Dishonor As Reinhard awaits the bestowal of his new title of Count von Lohengramm, he sends Kircheis to the artificial resort satellite Kreuznach III for a vacation. Restless from the lack of work, Kircheis assists the local police with a drug trafficking case related to an attack on a disgraced former Vice Admiral. A Hundred Billion Stars, a Hundred Billion Lights While Reinhard is still a commodore in charge of only a single squadron, he laments the incompetence of his superiors during a battle against the Free Planets Alliance. Amassing military successes under the direct command of Vice Admiral Richard von Grimmelshausen, Reinhard repeatedly clashes with Hermann von Lüneburg, a commodore and former regimental commander of the Alliance's infamous Rosen Ritter.",K-Factory,Action,8.12,456,23666,4383
375,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,,Sunrise,Action,8.12,457,40447,3383
376,Detective Conan Movie 14: The Lost Ship in the Sky,"One night, the Tokyo National Institute of Microorganisms is attacked by a mysterious organization calling themselves the ""Red Siamese Cats."" The group causes the explosion of a high-security lab storing a virus said to have a mortality rate of 80% with no known cure. This act of terror dominates the headlines, overshadowing the unveiling of the world's biggest airship developed under Jirokichi Suzuki. Peculiarly, the unveiling has a note attached for Kaito ""Kaitou Kid"" Kuroba, challenging him to steal the jewel on display the illustrious Lady Sky. Conan Edogawa is permitted to board the airship along with Kogorou Mouri, Ran Mouri, Sonoko Suzuki, Professor Agasa, and the Detective Boys. However, their fun comes to a halt when an unknown caller contacts Jirokichi and declares that they have released a certain virus in the smoking room. Soon after, symptoms begin to appear among the passengers and chaos ensues. Seizing the opportunity, the Red Siamese Cats suddenly appear and hijack the airship! To stop the assailants, Conan and Kaitou Kid, along with their allies, must work together to decipher the clues and discover the Red Siamese Cats' real objective before time runs out.",Tokyo Movie Shinsha,Action,8.11,458,55630,2841
377,Diamond no Ace,"With a stray pitch that completely missed the batter, Eijun Sawamura loses his final middle school baseball game. Frustrated by this defeat, Eijun and his teammates vow to reach the national tournament once they are in high school. But everything changes when a scout unexpectedly invites him to Tokyo's prestigious Seidou High School after seeing the potential in his unusual pitching style. Encouraged by his teammates, Eijun accepts the offer, ready to improve his skills and play at a much more competitive level of baseball. However, now surrounded by a large number of skilled players, Eijun struggles to find his place on the team. He declares that he will one day become the team's ace, but that's only if fellow first year Satoru Furuya doesn't take the title first, with his breakneck fastballs that earn him a coveted spot on the starting roster. With the addition of these talented new players to an already powerful lineup, the Seidou baseball team aims to become the best in Japan, facing off against a number of formidable foes that stand in their way.",Production I.G,Sports,8.11,459,239872,966
378,Durarara!!,"In Tokyo's downtown district of Ikebukuro, amidst many strange rumors and warnings of anonymous gangs and dangerous occupants, one urban legend stands out above the rest the existence of a headless ""Black Rider"" who is said to be seen driving a jet-black motorcycle through the city streets. Mikado Ryuugamine has always longed for the excitement of the city life, and an invitation from a childhood friend convinces him to move to Tokyo. Witnessing the Black Rider on his first day in the city, his wishes already seem to have been granted. But as supernatural events begin to occur, ordinary citizens like himself, along with Ikebukuro's most colorful inhabitants, are mixed up in the commotion breaking out in their city.",Brain's Base,Action,8.11,460,1382069,88
379,Fullmetal Alchemist,"Edward Elric, a young, brilliant alchemist, has lost much in his twelve-year life: when he and his brother Alphonse try to resurrect their dead mother through the forbidden act of human transmutation, Edward loses his brother as well as two of his limbs. With his supreme alchemy skills, Edward binds Alphonse's soul to a large suit of armor. A year later, Edward, now promoted to the fullmetal alchemist of the state, embarks on a journey with his younger brother to obtain the Philosopher's Stone. The fabled mythical object is rumored to be capable of amplifying an alchemist's abilities by leaps and bounds, thus allowing them to override the fundamental law of alchemy: to gain something, an alchemist must sacrifice something of equal value. Edward hopes to draw into the military's resources to find the fabled stone and restore his and Alphonse's bodies to normal. However, the Elric brothers soon discover that there is more to the legendary stone than meets the eye, as they are led to the epicenter of a far darker battle than they could have ever imagined.",Bones,Action,8.11,461,1445948,77
380,Kaze Tachinu,"Although Jirou Horikoshi's nearsightedness prevents him from ever becoming a pilot, he leaves his hometown to study aeronautical engineering at Tokyo Imperial University for one simple purpose: to design and build planes just like his hero, Italian aircraft pioneer Giovanni Battista Caproni. His arrival in the capital coincides with the Great Kanto Earthquake of 1923, during which he saves a maid serving the family of a young girl named Naoko Satomi; this disastrous event marks the beginning of over two decades of social unrest and malaise leading up to Japan's eventual surrender in World War II. For Jirou, the years leading up to the production of his infamous Mitsubishi A6M Zero fighter aircraft will test every fiber of his being. His many travels and life experiences only urge him onward⁠ even as he realizes both the role of his creations in the war and the harsh realities of his personal life. As time marches on, he must confront an impossible question: at what cost does he chase his beautiful dream?",Studio Ghibli,Award Winning,8.11,462,323904,704
381,Kidou Senshi Gundam 00,"In the distant future, mankind's dependence on fossil fuels will lead to their complete depletion, an energy crisis unlike anything the world witnessed. Out of retaliation and fear, humanity began focusing at an alternative source of energy: solar power. Different nations have united together to form three major factions the Union of Solar Energy and Free Nations, the Advanced European Union, and the Human Reform League. Each of these sectors has access to a solar power generator, which gives them limitless energy. As a result, countries that were once dependent on the sale of fossil fuels are now plunged in poverty, leading to years of warfare and internal strife over the control of solar energy. Amid this chaos, an unknown paramilitary organization appeared identifying themselves as ""Celestial Being,"" aspire to end all warfare through armed intervention by using mysterious and technologically advanced Mobile Suits known as Gundams. Mobile Suit Gundam 00 follows the story of Celestial Being's Gundam Meisters Setsuna F. Seiei, Lockon Stratos, Allelujah Haptism, and Tieria Erde. These four dive into the devastating battle between the three superpowers to accomplish their goal of changing the world.",Sunrise,Action,8.11,463,216879,1074
382,Kono Subarashii Sekai ni Shukufuku wo!,"After dying a laughable and pathetic death on his way back from buying a game, high school student and recluse Kazuma Satou finds himself sitting before a beautiful but obnoxious goddess named Aqua. She provides the NEET with two options: continue on to heaven or reincarnate in every gamer's dream a real fantasy world! Choosing to start a new life, Kazuma is quickly tasked with defeating a Demon King who is terrorizing villages. But before he goes, he can choose one item of any kind to aid him in his quest, and the future hero selects Aqua. But Kazuma has made a grave mistake Aqua is completely useless! Unfortunately, their troubles don't end here; it turns out that living in such a world is far different from how it plays out in a game. Instead of going on a thrilling adventure, the duo must first work to pay for their living expenses. Indeed, their misfortunes have only just begun!",Studio Deen,Adventure,8.11,464,1904166,40
383,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,,Production I.G,Award Winning,8.11,465,98890,2013
384,Kuragehime,"Ever since her late mother took her to an aquarium when she was young, Tsukimi Kurashita has been obsessed with jellyfish, comparing their flowing tentacles to a princess's white dress. Now living with five other unemployed otaku women, 19-year-old Tsukimi spends her days as a social outcast dreaming of becoming an illustrator. However, her life changes forever when one day, a beautiful woman unexpectedly helps her save a jellyfish in a local pet store. From then on, the stranger confident, fashionable, and the complete opposite of Tsukimi and her roommates begins to regularly visit the girls' building. This trendy hipster, though appearing shallow at first, harbors some secrets of her own, starting with the fact that ""she"" isn't really a girl at all, but a wealthy male college student named Kuranosuke Koibuchi!",Brain's Base,Comedy,8.11,466,232119,996
385,Mirai Shounen Conan,"Conan was the only child born on Remnant Island, a place settled by a group of refugees while they fled a terrifying wave of magnetic bombs that wiped out most of humanity. After 20 years, most of the castaways have died, save for Conan and the wise old man that raised him. Believing Remnant Island to be the last inhabited place on Earth, Conan is shocked when he discovers a young girl named Lana washed up on the beach one day. Though he is thrilled to learn that humanity has survived, Lana tells him the nation of Industria wants her as a hostage to force her grandfather, Dr. Lao, to power their machinery. Their conversation is cut short when Industria's top pilot, Monsley, suddenly appears and seizes Lana. Determined to save her, Conan immediately sets off from Remnant Island and begins a journey that will ultimately determine the fate of the world.",Nippon Animation,Adventure,8.11,467,49061,3032
386,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,"Kusuo Saiki is a high school student who possesses a wide range of psychic abilities. While many may believe these abilities to be a gift, to Kusuo, they are a curse as he must fight strange odds in order to try to live a normal life. Forced to use his psychic powers to protect his secret or to make up for his father's incompetence at work, will Saiki eventually come to realize how his powers can actually help his friends and family?",J.C.Staff,Comedy,8.11,468,215530,1078
387,Tamayura: Sotsugyou Shashin Part 4 - Ashita,,TYO Animations,Slice of Life,8.11,469,11001,5956
388,Toki wo Kakeru Shoujo,"Makoto Konno is in her last year of high school, but is having a hard time deciding what to do with her future. In between enduring the pressure of her teachers and killing time with her best friends, Makoto's life suddenly changes when she accidentally discovers that she is capable of literally leaping through time. Toki wo Kakeru Shoujo follows Makoto as she plays around with her newfound power. However, she soon learns the hard way that every choice has a consequence, and time is a lot more complicated than it may seem.",Madhouse,Award Winning,8.11,470,778434,235
389,Stand By Me Doraemon,"Nobita Nobi is an elementary student who hates studying, is bad at sports, and does everything half-heartedly. He is a pushover, unlucky, and fearful of many things. His personality makes him a failure in life, even affecting his progeny. This causes his great-great-grandchild, Sewashi, to take control of the situation. Sewashi travels back in time from the 22nd century to the 20th century to meet Nobita, who is shocked to see him appear out of his drawer alongside a blue robotic cat. The robotic cat calls himself Doraemon, who claims to have been pressured by Sewashi to assist Nobita, with their ultimate goal being to provide Nobita happiness. Frustrated after seeing Nobita's hopeless state, Doraemon decides to go back to the future. However, Sewashi activates a program within Doraemon that prevents him from doing so. Forced to stay, Doraemon helps Nobita using futuristic gadgets through his four-dimensional pocket a bag containing anything inside it. Can Doraemon bring Nobita happiness and return to the future?",Shirogumi,Comedy,8.1,471,52904,2919
390,Tsurune: Tsunagari no Issha,"Despite the prefectural tournament's breathtaking conclusion, the Kazemai High School Kyudo Club has no time to celebrate. With the national competition right around the corner, the club is determined to prove that their initial victory was not a mere fluke. With his passion for the sport reignited, Minato Narumiya earnestly prepares for the upcoming competition with his teammates, who are equally motivated to win. As the much-anticipated tournament begins, the members of Kazemai's kyudo team fight to stay on target with their ambitious goal. But when old acquaintances reappear as difficult opponents, the boys find that winning the nationals will require more dedication and effort than ever before.",Kyoto Animation,Sports,8.1,472,49681,3010
391,Akatsuki no Yona OVA,"At a remote hot springs lodge, Yona and the team rest. The boys are taking a bath with the exception of Ki-ja, who looks troubled. Jae-ha takes this chance to tease him, unwittingly finding a mark linked to the previous White Dragon whom coincidentally is also Ki-ja's father prompting Ki-ja to recall their complicated relationship. In another time and place, Son Hak and the dragons banter as they hold a drinking contest. As they start to doze off one-by-one, Zeno dreams of his past, where his abilities and experiences, both as a person and as the Yellow Dragon, are revealed.",Pierrot,Action,8.1,473,132057,1621
392,Boku no Hero Academia 2nd Season,"At UA Academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters. However, the path to glory is never easy, especially for Izuku Midoriya whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates, such as the fire and ice wielding Shouto Todoroki, Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth.",Bones,Action,8.1,474,2458649,14
393,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,"Although already a third-year high school student, Rikka Takanashi remains a chuunibyou a ""disease"" that causes people to fantasize about themselves and their surroundings. Her relationship with Yuuta Togashi has also gone unchanged for the past six months, and with entrance exams right around the corner, both of them strive to enroll at the same college. However, Tooka Rikka's elder sister decides to take Rikka to Italy as she has found a stable job there. This unforeseen turn of events causes a commotion between the couple as neither of them want to be separated from each other. Desperate for ideas, they seek assistance from their friends, and after a brief conversation, they come up with a plan to elope. Chuunibyou demo Koi ga Shitai! Movie: Take On Me is a sensational drama featuring the couple Yuuta and Rikka as they journey across Japan. The two attempt to prevent Rikka from being taken to Italy, but will they be able to succeed in doing so?",Kyoto Animation,Comedy,8.1,475,263281,878
394,Detroit Metal City,"Dominating the world of indie music, Detroit Metal City (DMC) is a popular death metal band known for its captivatingly dark and crude style. Its extravagant lead singer, Johannes Krauser II, is especially infamous as a demonic being who has risen from the fiery pits of hell itself in order to bring the world to its knees and lord over all mortals or at least that's what he's publicized to be. Unbeknownst to his many worshippers, Krauser II is just the alter ego of an average college graduate named Souichi Negishi. Although he is soft-spoken, peace-loving, and would rather listen to Swedish pop all day, he must participate in DMC's garish concerts in order to make ends meet. Detroit Metal City chronicles Negishi's hilarious misadventures as he attempts to juggle his hectic band life, a seemingly budding romance, and dealing with his incredibly obsessive and dedicated fans.",Studio 4°C,Comedy,8.1,476,208854,1117
395,Douluo Dalu 2nd Season,,Sparkly Key Animation Studio,Action,8.1,477,19423,4770
396,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,"After overcoming monumental obstacles in their previous adventures, Gintoki Sakata, Shinpachi Shimura, and Kagura gather at the Yorozuya office to discuss important matters. The trio, accompanied by their hilarious and eccentric friends, reveals a long-awaited notice: the biggest Gintama arc is coming to the big screens!",Bandai Namco Pictures,Action,8.1,478,33834,3690
397,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,"When Myne learns that the Holy Church is in need of mana for their relics, she sees it as her chance to be cured of her life-threatening mana disorder. After seeing their bountiful library, she throws herself headfirst into the Church's grasp and begs to join their order. In exchange for her service and her unusually bountiful supply of mana, Myne is given the blue robes of a noble-born apprentice priestess, despite being a commoner. To Myne, all this talk of mana and nobility is trivial, as she now has access to an unlimited supply of books! As Myne transitions into the next phase of her life in this new world, she soon learns that achieving her dream has come at a heavy cost. Noble society is severe, unforgiving, and fueled by politics and neglect. She must now deal with the class conflict between the noble-born blue robes and the common-born grey robes, the High Priest's attempts to oust her, and constant behavioral issues from her new retainers. With the help of her family, friends, and the enigmatic Head Priest whose loyalties and motives remain unknown, Myne seeks to overcome these obstacles and continue on the path to becoming her ideal self the ultimate librarian!",Ajia-do,Fantasy,8.1,479,201477,1146
398,Initial D Fifth Stage,"After earning a series of difficult victories in the prefectures of Tochigi, Saitama, and Ibaraki, the drivers of Project D an amateur street driving group led by ex-street driver and expert tactician Ryousuke Takahashi Takumi Fujiwara and Keisuke Takahashi now have to take Project D to the next level: the Kanagawa prefecture, commonly known as the holy land of street racing. Their opponents, members of the three best street racing teams of Kanagawa, design an elaborate strategy called the ""Four Lines of Defense"" to put a definitive end to the ambitions of Project D. Meanwhile, Takumi feels he needs to refine his driving skills to overcome the last victory against Toshiya Joushima that he only just managed to snatch. The moment of truth has now come for Project D, which carries with it the hopes of the Gunma Prefecture; will they manage to thwart the surprising tactics of the skilled street racers of Kanagawa?",SynergySP,Action,8.1,480,143657,1524
399,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"Years after an ancient evil was salvaged from the depths of the sea, Joutarou Kuujou sits peacefully within a Japanese jail cell. He's committed no crime yet demands he not be released, believing he's been possessed by an evil spirit capable of harming those around him. Concerned for her son, Holy Kuujou asks her father, Joseph Joestar, to convince Joutarou to leave the prison. Joseph informs his grandson that the ""evil spirit"" is in fact something called a ""Stand,"" the physical manifestation of one's fighting spirit which can adopt a variety of deadly forms. After a fiery brawl with Joseph's friend Muhammad Avdol, Joutarou is forced out of his cell and begins learning how to control the power of his Stand. However, when a Stand awakens within Holy and threatens to consume her in 50 days, Joutarou, his grandfather, and their allies must seek out and destroy the immortal vampire responsible for her condition. They must travel halfway across the world to Cairo, Egypt and along the way, do battle with ferocious Stand users set on thwarting them. If Joutarou and his allies fail in their mission, humanity is destined for a grim fate.",David Production,Action,8.1,481,1179609,115
400,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,"Thrown into solitary confinement after a daring rescue attempt, Jolyne Kuujou fights to uncover the sinister plot of Whitesnake, an enemy Stand whose mysterious wielder remains unknown to her. Whitesnake's user is actually Enrico Pucci, priest and chaplain of Green Dolphin Street Prison. Pucci shares a deep connection with a villain who once plagued the Joestar bloodline, making his feud with Jolyne and her father, Joutarou, a personal one. Intent on executing the master plan of his deceased friend, Pucci uses the prison and its inmates to fulfill his nefarious schemes. Assisted by fellow prisoners, like Ermes Costello and Foo Fighters, Jolyne battles several enemy Stand users. As the ramifications of Pucci's plot spread beyond the confines of the prison and begin to threaten the rest of the world, Jolyne embraces her family lineage and risks her life to put an end to evil.",David Production,Action,8.1,482,231135,1000
401,Kamisama Hajimemashita,"High schooler Nanami Momozono has quite a few problems of late, beginning with her absentee father being in such extreme debt that they lose everything. Downtrodden and homeless, she runs into a man being harassed by a dog. After helping him, she explains her situation, and to her surprise, he offers her his home in gratitude. But when she discovers that said home is a rundown shrine, she tries to leave; however, she is caught by two shrine spirits and a fox familiar named Tomoe. They mistake her for the man Nanami rescued the land god of the shrine, Mikage. Realizing that Mikage must have sent her there as a replacement god, Tomoe leaves abruptly, refusing to serve a human. Rather than going back to being homeless, Nanami immerses herself in her divine duties. But if she must keep things running smoothly, she will need the help of a certain hot-headed fox. In her fumbling attempt to seek out Tomoe, she lands in trouble and ends up sealing a contract with him. Now the two must traverse the path of godhood together as god and familiar; but it will not be easy, for new threats arise in the form of a youkai who wants to devour the girl, a snake that wants to marry her, and Nanami's own unexpected feelings for her new familiar.",TMS Entertainment,Comedy,8.1,483,637855,315
402,Kidou Senshi Gundam Unicorn,"In the year Universal Century 0096, three years after Char Aznable's failed attempt to force human migration into space, life continues in the colonies orbiting Earth. One such colony, at Side 4, is home to Banagher Links, a 16-year-old who lives a quiet life among his classmates. Audrey Burne, the last descendant of a great tyrannical family, takes it upon herself to steal the key to a mysterious device known as ""Laplace's Box."" It is said that the Box has the power to shape the course of the universe, and Audrey travels to Side 4 in an attempt to take it from its current holder and keep it from the Sleeves, the surviving remnant of Char Aznable's Neo-Zeon. In her search, she stumbles across Banagher and changes his life forever. When Side 4 comes under the attack of the Sleeves and its prolific fighters Marida Cruz and Full Frontal, Banagher takes control of the newly built Gundam Unicorn to defend his friends and protect the fate of humankind.",Sunrise,Action,8.1,484,97133,2038
403,Kuroko no Basket: Saikou no Present desu,"It is Tetsuya Kuroko's birthday. In celebration, Satsuki Momoi has invited the other members of the Generation of Miracles to play basketball together and rekindle the memories from their nostalgic middle school days. Meanwhile, Taiga Kagami and his fellow teammates of Seirin High are doing their best to prepare for Kuroko's birthday party. Sometimes, the best gift one can receive is not a material one but, rather, the feeling of having fun with everyone!",Production I.G,Sports,8.1,485,104466,1943
404,Mahoutsukai no Yome: Hoshi Matsu Hito,Angelica sends Chise some magic supplies including a present. The present turns out to be a book Chise read in her childhood. Elias asks Chise to tell him the story behind the book. Chise tells him about Miura-san and the mysterious library she found in the forest as a child.,Wit Studio,Drama,8.1,486,277496,838
405,Overlord IV,"E-Rantel, the capital city of the newly established Sorcerer Kingdom, suffers from a dire shortage of goods. Once a prosperous city known for its trade, it now faces a crisis due to its caution or even fear of its king, Ainz Ooal Gown. To make amends, Ainz sends Albedo to the city as a diplomatic envoy. Meanwhile, the cardinals of the Slane Theocracy discuss how to retaliate against Ainz after his attack crippled the Re-Estize Kingdom's army, plotting for the Baharuth Empire to take over the Sorcerer Kingdom. However, when Emperor Jircniv Rune Farlord El Nix arranges a meeting with the Theocracy's messengers at a colosseum, he is confronted by none other than Ainz himself. With their secret gathering now out in the open, the emperor and his guests learn that Ainz has challenged the Warrior King, the empire's greatest fighter, to a duel. With Ainz's motivations beyond his comprehension, Jircniv can do nothing but watch as humanity's future changes before his very eyes.",Madhouse,Action,8.09,487,489302,436
406,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,,TMS Entertainment,Action,8.09,488,74186,2403
407,Serial Experiments Lain,"Lain Iwakura, an awkward and introverted fourteen-year-old, is one of the many girls from her school to receive a disturbing email from her classmate Chisa Yomoda the very same Chisa who recently committed suicide. Lain has neither the desire nor the experience to handle even basic technology; yet, when the technophobe opens the email, it leads her straight into the Wired, a virtual world of communication networks similar to what we know as the internet. Lain's life is turned upside down as she begins to encounter cryptic mysteries one after another. Strange men called the Men in Black begin to appear wherever she goes, asking her questions and somehow knowing more about her than even she herself knows. With the boundaries between reality and cyberspace rapidly blurring, Lain is plunged into more surreal and bizarre events where identity, consciousness, and perception are concepts that take on new meanings. Written by Chiaki J. Konaka, whose other works include Texhnolyze, Serial Experiments Lain is a psychological avant-garde mystery series that follows Lain as she makes crucial choices that will affect both the real world and the Wired. In closing one world and opening another, only Lain will realize the significance of their presence.",Triangle Staff,Avant Garde,8.09,489,745991,246
408,Tsubasa: Shunraiki,,Production I.G,Action,8.09,490,61516,2692
409,Tsukimonogatari,"Koyomi Araragi is studying hard in preparation for his college entrance exams when he begins to notice something very strange: his reflection no longer appears in a mirror, a characteristic of a true vampire. Worried about the state of his body, he enlists the help of the human-like doll Yotsugi Ononoki and her master Yozuru Kagenui, an immortal oddity specialist. Quickly realizing what is wrong with him, Yozuru gives him two choices: either abstain from using the vampiric abilities he received from Shinobu Oshino, or lose his humanity forever.",Shaft,Comedy,8.09,491,410850,534
